economy_Time,Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Electricity production from coal sources (% of total),"Electricity production from oil, gas and coal sources (% of total)",Electricity production from hydroelectric sources (% of total),Electric power transmission and distribution losses (% of output),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Renewable electricity output (% of total electricity output),"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable energy consumption (% of total final energy consumption),GDP per unit of energy use (PPP $ per kg of oil equivalent),GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),"Energy imports, net (% of energy use)",Alternative and nuclear energy (% of total energy use),Fossil fuel energy consumption (% of total),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Combustible renewables and waste (% of total energy),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Unnamed: 0_y,"Net official flows from UN agencies, UNEP (current US$)",Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: particulate emission damage (current US$),Adjusted savings: particulate emission damage (% of GNI),GDP (current US$),GDP (current LCU),GDP growth (annual %),"Population, total",Unnamed: 0,Disaster risk reduction progress score (1-5 scale; 5=best),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",Total greenhouse gas emissions including LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Methane (CH4) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Waste (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),F-gases emissions from Industrial Processes (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (% change from 1990)
UMC_2013,6.11383848196226,97.8333236171979,99.5451142070723,98.8164296413875,56.4113699540261,73.6918449315927,19.8578170131202,8.44764623471861,13.3705888229272,2.88372706090591,3.90988615463945,23.1133792267822,281435220000.0,3.25556221366198,14.1934413509233,7.21970549683191,8.02379729535916,-2.98532159753843,5.67477431282833,88.2856425632195,124.629270056259,6.39345286015616,2999.73780325843,1854.45750201429,4210,,,2.48194152528042,,0.397910349747931,19955887120605.9,,5.66679311351142,2642565703.0,3563,,,20030.1290171889,21136.4619,8.02764735925319,1779.1068,60.4561,1268.0735,1174.6867,3821.1868,1698.8797,1680.57042137017,-2519.8602598651,-766.717592811139,-258.291596516797,497.533089641503,15888.5654,6.03449151892501,5949.7347,0.875006531788325,0.405951143150134,1911.6538,3.8939,176.003990033567,417.8672,123.38633795378
UMC_2012,6.25949617029636,97.5289581356069,99.4576835350106,98.6508047043857,56.0036923822086,73.6080129621688,20.6435077134845,8.60084498125411,13.7193477212456,2.90128663709818,3.88497285871467,23.4686244268771,228680390000.0,2.82511671339261,14.2589863945024,7.01260374988848,7.84618361257342,-4.69696891119213,5.40816867571812,88.4620361234681,127.450496875642,6.54481293725305,2831.54024086899,1817.23572354277,4211,,,2.43854126378039,,0.397793076578908,18760474208603.3,,5.7797516040649,2618433663.0,3564,,,19396.2490523343,20495.5776,7.85631291951649,1773.4217,57.9983,1229.4493,1136.747,3822.9864,1625.4148,1374.58580330575,-2480.76771974543,-761.649667665657,-248.181956449282,752.021142060651,15313.8412,5.87006284062879,5628.651,0.89125739795492,0.412197662929971,1809.0257,3.5687,166.02031951502,384.6055,116.612981206259
UMC_2011,6.41141215286233,96.9598846403476,99.4563035590282,98.4156997389488,57.6874543194926,75.0922605065321,19.561617379418,8.66528364024568,13.3655842475793,2.9205941741987,4.03922193946026,21.8743897331385,178248380000.0,2.31277235372047,14.378550940055,6.76861786935278,7.67565419530975,-6.17187485240262,5.0775134508589,88.5168062498722,130.282054734964,6.86132350052628,2717.74061453776,1778.44033277147,4212,,,2.43701680334244,,0.397197890855966,17568766000348.1,,6.91991510156595,2594753350.0,3565,,,18686.9721767444,19933.2197,7.71079831190595,1768.7518,56.4987,1196.6316,1088.4237,3807.3756,1563.5185,1391.85289754964,-2484.11505900823,-975.987513255623,-211.974512825511,483.857961889542,14834.5887,5.73848696935694,5441.4547,0.913431791861304,0.420985531545886,1677.3924,3.2924,157.695110273725,346.8877,110.669551672276
UMC_2010,6.48985929578196,96.5643661231325,99.3929267604213,98.2012683195219,55.2816234000176,73.6898199175353,21.2985174250427,9.138937681467,14.500414710518,2.8941252702703,3.90778180699969,23.2547512704379,138697330000.0,1.95623384539518,15.363151286548,6.53321622783118,7.58082870095506,-8.34251106321986,5.09299447150573,87.8804025710508,131.911699821685,7.52839203559032,2501.75986736867,1703.10053278591,4213,,,2.59247504716603,,0.40228182940053,14691157205503.4,,8.53670086954649,2573477299.0,3566,,,17323.6842896019,18720.0411,7.30174116048124,1763.5083,49.6318,1144.1348,1072.3064,3610.387,1453.5177,1340.21994801932,-2523.04749518105,-1097.64447039808,-193.217632351338,428.105584355543,13823.6898,5.39192217918713,4922.2556,0.910256626288205,0.418314175456347,1568.4911,2.9652,140.134546811334,312.7131,97.8477498957972
UMC_2009,6.49043362515014,95.6311456118778,99.2942224683652,97.7115595192027,55.4968166792659,74.2574062548337,20.9973376753216,9.41098878164623,14.6309802201993,3.12239455326283,4.12960935536847,22.5609475793738,100143520000.0,1.56360990405228,16.110203195669,6.4248986447458,7.56214768388607,-9.94539648924291,5.05037466137717,87.4082861981533,132.237565543829,7.99177351499306,2269.93809760815,1591.35674612489,4214,,,2.81892777407499,,0.417658971528294,12021421319052.4,,3.54191057341929,2553016162.0,3567,,,16756.3662473716,17542.1038,6.8974267025748,1751.0167,53.2417,1120.465,979.339,3295.0366,1356.9115,1607.84693346403,-2459.79543053089,-515.352252628384,-191.732658012607,671.67117073728,12784.2998,5.02669302494047,4501.705,0.913871756566773,0.41843708390309,1474.9595,2.6419,122.079059510253,270.9586,85.3984052026742
UMC_2008,6.48918046184539,94.9682540275152,99.1672647984,97.3006939075634,54.865598375626,74.2785563322177,21.1196634159892,9.57844710439281,14.8694237551131,3.32697421093917,4.54353420147862,22.3543202241569,76003420000.0,1.23465680816774,16.4144187151124,6.33821504532305,7.57293277302594,-12.340350436195,4.98667538762694,87.0641848385382,132.04923772226,8.35875432667641,2195.08372001147,1561.74380897354,4215,,,2.62480035180294,,0.402381281453161,12099999897694.4,,6.31088106778559,2532345548.0,3568,,,16653.6561755969,17067.4869,6.76589199212547,1734.5526,46.082,1119.8813,944.2462,3154.4804,1288.2439,2099.01652473511,-2347.55746492831,-157.377904403076,-153.269706387782,396.151467837533,12378.7466,4.90718188238307,4361.4203,0.916426474894299,0.415751644177048,1462.0596,2.3327,115.034103294189,232.0938,80.3822898412865
UMC_2007,6.67472637396133,94.0694868357289,99.0807198409635,96.8312352259995,56.0925238691055,75.199137507256,20.3822582219878,9.59453070156451,14.205795182669,3.36872519107313,4.90081845548146,21.4000761260966,59983340000.0,1.01781790410872,16.7774713255611,6.01943024642217,7.3765060948309,-13.6324959187653,4.80214636154175,86.8634843585756,135.565535653899,8.65963738550529,2119.71207004677,1526.93600565183,4216,,,2.96253925170416,,0.404227210330867,10001727397028.3,,9.43076751102411,2512165159.0,3569,,,16305.4476940173,16674.8352,6.66364197338303,1708.1535,47.93,1123.1673,902.0891,3033.1246,1256.9345,2052.50480153758,-2329.17182319691,-132.835605982686,-159.603905871507,455.665470763562,12017.3863,4.80241986193892,4254.1985,0.945850442429574,0.427157488741823,1398.0156,1.9275,108.756832301908,245.4429,76.2324455688955
UMC_2006,6.87292097275196,94.0448578829136,98.9136026408239,96.6830833993331,54.0532294303787,74.1004840827098,21.4297067414235,9.896081389196,14.4787858448176,3.53651953885036,5.56846880751339,22.2423038216018,43667230000.0,0.812597080178234,17.7588234927998,5.68170859427557,7.17023085621445,-15.4467776486042,4.81396800655199,86.2683514316271,139.465523503096,9.28662317086906,1939.50732413485,1454.04250465329,4217,,,3.25266987954553,,0.429871486554918,8131542899542.99,,8.61903522454219,2493333038.0,3570,,,16701.3586446219,15873.67,6.39166998539575,1706.5317,48.2566,1073.2833,871.5668,2807.4532,1148.5947,2224.94735677204,-2244.32654266533,1081.2954046219,-117.052302819459,1370.17857991254,11231.1397,4.52231516229559,3964.9822,0.96738430935857,0.434662429824456,1315.3943,1.6076,95.0987600708211,261.957,67.765117358018
UMC_2005,6.98570590156888,92.3030450863494,98.814593381907,95.7242684970584,52.0336236388701,73.2577491946945,22.0411115423694,10.2187208212317,14.9188804108599,3.75387961552524,6.30524514496449,22.9766149589841,45701580000.0,0.935503416614659,18.430436768434,5.39354468675983,7.05502776136956,-16.5710656393549,4.8634222007936,85.7119198606528,141.742886608553,9.82947460414385,1771.41330126711,1378.18603104993,4218,,,3.38790404697901,,0.45982751927652,6893046458603.92,,7.575564088186,2472862826.0,3571,,,15332.6564348483,14860.8606,6.03366800790371,1691.8968,44.6735,1022.6736,821.0447,2616.8579,1019.8859,2552.04238723967,-2227.20439264157,727.974734848262,-119.31691093704,671.311395467516,10377.9066,4.21354083904352,3597.1011,0.971078067990525,0.434345453851056,1254.3896,1.2805,80.2770479108893,228.7316,57.0609709411967
UMC_2004,7.02173423746876,92.8101325278546,98.7024550884618,95.8757221291524,50.088585408922,72.8156294935499,22.2634313856063,10.1702685876912,15.3167885519637,4.03839919847739,7.41025553266423,23.1169344597483,38408280000.0,0.853503074141975,19.972600701939,5.20505591261623,7.02922884629983,-16.6364721054017,4.92010160584309,84.9598407404691,142.263116177587,10.5851952290569,1646.03892214487,1303.44244785189,4219,,,3.49162921162528,,0.491203884743102,5798794236900.74,,7.8842888733523,2451601935.0,3572,,,15244.8452697659,13841.3191,5.66871608574556,1671.9902,54.5759,980.0777,785.626,2177.5535,926.6884,3479.70889601991,-2200.50205599919,1657.75142376586,-103.667242155359,625.278665171653,9508.7591,3.89431493315182,3379.9807,0.957213668624024,0.426086738086678,1203.043,1.2137,65.178882978558,174.5457,46.285674529033
UMC_2003,6.89414317383121,92.1046231302883,98.8549804314751,95.5085423335644,49.889004297623,73.0516271364901,21.8517917878367,10.432410381056,15.7538039854613,4.17322627312001,7.40881885340584,22.7406292565653,36385410000.0,0.88883746872856,21.9360208050356,5.15457514465932,7.1552260277861,-19.2509138815892,4.93971866639259,83.8335931539603,139.757988932379,11.7246978168615,1510.02266905612,1198.37209586372,4220,,,3.53874793457417,,0.528055056762269,4914561664768.73,,5.9397611192644,2430373908.0,3573,,,13587.363220165,12763.0488,5.27299653363961,1618.9499,53.0514,896.1892,782.9498,1774.6091,859.7096,3144.1558755832,-2220.78118628097,1060.397868165,-119.282874096505,397.93677388755,8620.1815,3.56138943610749,3154.6768,0.936225603676756,0.416351849718258,1097.8117,1.1832,49.7431932251213,139.8918,34.8896871220147
UMC_2002,6.83936342413525,91.98464602554,98.639439575035,95.2999666524644,47.6131067771478,71.4959575257447,23.6286286792967,10.9597408981032,15.4152049795813,3.95125652388066,8.46764576901552,24.4801019306502,31633270000.0,0.85147325135345,23.3936017651862,5.21951616587337,7.38650664471067,-21.1922173730061,5.05066183202403,82.6290908259124,135.381994236217,12.7466429704343,1380.72731299019,1109.00706764028,4221,,,3.42011098668017,,0.556304424784833,4407406901298.5,,4.86536212376379,2409341702.0,3574,,,11726.9001702974,11753.0651,4.89833018132693,1603.9636,53.2917,842.777,696.1131,1595.8337,789.877,2144.15302842977,-2213.98121167757,217.442352297408,-158.837992082127,580.604679436347,7794.2168,3.24839921045323,2770.7776,0.896849965870596,0.397510058559581,1044.4362,1.1114,35.395166832727,107.481,24.2154048696946
UMC_2001,6.88202495661714,91.2797475148948,98.5402341691082,94.846474879951,46.2792591253868,70.9932277837437,24.1386943649091,11.1744468195736,15.5641426938516,3.93796812357544,9.14982596450528,24.9764895701971,29021180000.0,0.837795205288027,23.9539036010756,5.12102081385615,7.36815116751422,-22.860047591849,4.99858080072945,82.2813402543696,135.719256739594,13.1965605103973,1296.3609940535,1072.0639511697,4222,,,3.16574446531063,,0.570613328471787,4372018919642.63,,3.44815977399442,2387807616.0,3575,,,10848.7257703635,11316.8792,4.75923700983523,1593.6629,46.3755,820.0212,691.5733,1543.6823,732.2075,1914.39106412795,-2206.91542363732,-213.466813636532,-179.089751455224,391.644468680348,7406.4619,3.11473746104973,2568.9428,0.893656029629053,0.395302184393704,1002.5745,1.0853,28.6593855832617,98.1029,19.6054577872989
UMC_2000,6.93576079314631,90.4018623889264,98.6697912853641,94.3602354729773,45.5205747868242,70.4333765596532,24.7983843122082,11.2678757674807,15.0589307379624,3.89780710865148,9.8538710348666,25.6297227138593,27628120000.0,0.831338401651081,24.7576902058413,4.93944552889293,7.28328513749298,-22.4021605553595,4.86619864487819,81.7564346041145,137.300679723795,13.8309498021042,1256.53082740542,1060.00600285289,4223,,,2.91664832817678,,0.59223777876231,4367159322540.17,,6.01574571868994,2365022283.0,3576,,,11300.1339591316,11079.7581,4.70458374807996,1598.454,46.096,811.3622,681.0258,1494.542,697.1848,2595.97787623083,-2125.40621649195,464.923259131566,-197.757912686702,326.679690851969,7188.0805,3.05213583139423,2478.2688,0.897123272775941,0.396164470689085,978.558,1.0426,24.8658310998703,78.1061,17.0993801650753
TSS_2019,6.05509033251037,28.1958086348493,77.3508593357165,47.1974168154517,47.0300550038514,66.2513491029494,26.3482422631006,12.3111788770299,12.6376879644429,2.69322672176793,6.58360613465508,30.6257354193741,21047370000.0,4.27749315627353,68.1693850218034,8.62953430179837,9.30111319830322,-45.2681699987549,3.94256167873326,46.6088631545502,107.514012428365,54.6469243864197,407.544946251955,491.374235856498,4224,,,1.91236824278184,,1.35268477759937,1843035420525.45,,2.6966970225991,1139315618.0,3577,,,2489.77990260364,2360.619,2.09109331156937,586.6545,3.0535,51.9369,126.3951,100.0352,64.049,1594.60897612066,-1507.87824947355,138.424102603639,60.1842685057722,0.0,894.976,0.792791351596808,325.6317,0.490319858608153,0.180777175038495,223.8623,0.0129,85.9589537066146,43.4952,84.3626637293004
TSS_2018,6.05154889451037,27.4708986114787,75.6606027838,46.4166752425457,48.8931752557447,67.5354066776703,25.8249493913413,12.266449869964,11.7220715409615,2.37523742374857,6.92015988096409,29.0883512634017,15910070000.0,3.2634018720604,67.6660713231228,8.43054495659284,9.44222025310558,-50.3796210142719,3.89263115025787,45.6850394142964,105.907294385671,54.5447179803091,417.123622102361,483.282695160297,4225,,,1.82622711790615,,1.37282217952186,1790131601908.14,,2.77483897499333,1109997000.0,3578,,,2423.65734960894,2297.6341,2.08899751421804,566.5171,3.0749,58.6149,127.5825,101.1157,63.7254,1589.68613882903,-1501.93334087212,136.408849608944,60.4564858679582,0.0,876.3268,0.796751974930496,306.0295,0.492965965152296,0.182095992695641,216.1723,0.0123,82.0840054180958,39.6782,79.4435878688063
TSS_2017,6.17813065755589,24.5413096604095,76.2884672818443,43.7628194566177,50.1389401390154,68.7771072216522,24.5570392783916,11.8249789293503,11.2791285596417,3.01076742325465,7.3590385229951,27.6679619705264,14665140000.0,3.11092269213477,67.8175544668556,8.20951619695074,9.22375338830989,-50.1255042176457,3.74396824125629,46.463549524546,108.415734669076,54.4755298794305,414.53133174332,493.635681711509,4226,,,1.86568149692512,,1.41770926492338,1667076470688.94,,2.51252334604544,1080941647.0,3579,,,2363.25896579533,2248.9559,2.10048816031215,552.7577,3.223,68.1678,132.3114,90.2479,59.7941,1583.50280684364,-1506.9551123727,123.800565795329,60.0309724869783,0.0,856.1705,0.799649294349674,295.6273,0.495298924747726,0.183178352791167,206.7873,0.0117,77.8959104763357,35.3824,75.6418550955178
TSS_2016,6.30155945867548,25.6534777131666,74.9001230610577,43.8301651403807,49.4742473593023,70.6691072906196,23.0563995003162,12.3390050555422,14.0480169328057,3.1571674782586,7.14684299851151,24.9191913465792,8865640000.0,1.86279184626305,67.9625238161754,7.80668327003339,9.04033961676384,-48.3115887045612,3.62576380657268,47.2402240888349,110.615313405446,54.6466497848463,430.030347383089,503.917362994577,4227,,,1.87587327302988,,1.5207289310311,1528989342276.6,,1.26690541590635,1052824144.0,3580,,,2293.12723672856,2215.5801,2.12628864532414,547.085,2.9376,53.2047,127.7491,95.5286,59.7148,1573.16923315414,-1534.87581364978,87.0572367285644,60.9518263334558,0.0,845.9795,0.811885160471964,303.2366,0.501940976159364,0.186048498764149,203.5973,0.0111,75.778414926484,31.7706,73.0352288707452
TSS_2015,6.21493687523716,18.7350722701115,72.3494033295603,39.1996500160838,50.6078902147948,70.9970004370197,23.6363032540171,11.8740682082613,12.8795962755168,2.65097407862078,7.50951394670812,25.6672999152022,9375160000.0,2.03099666118513,68.0255515815612,7.81009489069042,9.18025184394009,-57.1076586789894,3.5337249371156,46.9196970924346,108.929473504597,54.5911029286067,433.223357170016,502.121177358474,4228,,,1.65212726304856,,1.60317557081176,1676330914192.17,,2.96837822174095,1025251114.0,3581,,,2263.7079400718,2183.4843,2.15303276694991,529.1657,2.3482,60.3046,130.0152,95.1337,52.6861,1555.65167350375,-1520.48027051467,89.4196400717995,66.4345314719754,0.0,830.7577,0.819171701622009,296.3572,0.499822484941267,0.185781257792551,193.9018,0.0108,72.6156150284629,28.217,70.5285697349326
TSS_2014,6.39512546094409,19.60357293921,72.561146822261,38.3544769303453,52.5442063578909,70.6714369786736,24.5449591690664,12.1668231724935,11.2712694881448,3.05240369045652,6.85596113263783,25.9533954118571,6364810000.0,1.40843624279068,67.6303707658131,7.60579424249926,8.88664192720751,-53.9849593120114,3.29335405465385,48.1093712054945,112.528445299273,54.0660561716779,436.207180189936,516.528105710898,4229,,,1.46289234356454,,1.66325937081518,1882677435511.0,,4.79595333540044,997961037.0,3582,,,2773.34675045318,2172.984,2.20221629842508,517.5117,2.5612,64.2494,128.1274,97.5937,49.4041,1845.18988841284,-1320.95427388773,610.149050453184,95.696058462479,0.0,844.6076,0.855969773589539,311.547,0.523589686971461,0.194851217177099,191.1145,0.0102,75.4933602562023,25.8249,69.7085037785217
TSS_2013,6.49831976372983,20.6708855936945,72.4979352451556,38.0320042025018,55.3678474214533,71.6590681012998,24.0701180969067,11.6534356542035,9.77507770506053,3.23853832133743,6.51614297478594,25.2203318402063,5009950000.0,1.15021374329962,67.8510971013982,7.32409189236875,8.76478942794297,-58.6888995195207,3.05589463415528,47.0145300463662,114.092872192902,54.49860044669,434.93746233666,512.634106825431,4230,,,1.42711229102678,,1.7381465668444,1806643863646.98,,5.0980338522255,971232906.0,3583,,,2584.43820290457,2113.1257,2.20101983734085,506.7217,2.6549,62.9679,129.033,91.5366,47.597,1837.85234826186,-1442.14788158535,480.81070290457,94.7529739272428,0.0,812.5546,0.846352298645822,293.3501,0.528068977249615,0.196642957957615,185.4053,0.0098,68.833357816854,23.8208,65.0336131526699
TSS_2012,6.59273720444037,19.3401868046195,72.4279351911201,36.7762778723704,57.6658780889341,72.4276004510336,23.8441169686727,11.5932715479516,8.8614198118383,2.81032054839665,5.90030255026128,24.419680208843,2448220000.0,0.57556324017029,68.9684304535012,7.08656527134521,8.61798930185634,-64.3910402021384,2.90361777879209,46.9740371977955,116.036347339698,55.4406094252902,436.53004367996,509.924476424412,4231,,,1.3851019173338,,1.71819589750587,1701125321406.29,,3.27945482425388,944970310.0,3584,,,2564.65070161487,2058.19,2.20312460076736,497.0108,1.769,59.9858,131.3598,84.9911,44.2779,1840.08216420639,-1401.54974019731,515.794401614874,86.3334437234902,0.0,770.5186,0.824777344661487,284.6376,0.525945016586835,0.195826210492515,163.488,0.0093,60.0990782629763,23.0983,60.7431740831573
TSS_2011,6.75505802762138,18.7058196740381,72.2533391888595,35.9008197096736,59.3227272311185,72.6037364636223,23.3398890428953,11.7300355728246,8.38524058060343,3.21865617219157,4.89576865190036,24.1398450086657,3355750000.0,0.799955965770395,69.9549214765695,6.90743079544202,8.35682320608502,-68.1527400228476,2.93970107812875,48.958167586571,119.662696617998,55.4755736423531,446.453903006041,525.575188815204,4232,,,1.33860186276864,,1.759313445804,1636626485590.66,,4.45491470000525,919528126.0,3585,,,2449.40988178518,1995.2505,2.19441562480196,480.0774,1.4697,49.0775,141.6924,83.4352,40.425,1825.71301878916,-1437.38963710701,463.01008178518,84.2059450384187,0.0,747.9229,0.822580271453231,279.2775,0.530487461044729,0.197653004234895,152.5361,0.0089,55.4041224984993,22.7105,55.8276439303498
TSS_2010,6.71492419207163,16.9739706926044,68.2619699698232,33.3352475874151,60.3850185973951,72.8286387375562,23.4386832818589,11.9893047061288,7.62871273204885,2.96168905035971,4.81490740811231,24.3046548210039,3537640000.0,0.86597153914493,70.5522525849335,6.83125251723639,8.42973038000614,-84.628600273392,2.88703772036842,48.3012918261258,118.62775615835,56.5365970573466,444.612835908472,511.939011907588,4233,,,1.45271036024136,,1.9227319938985,1455689721145.79,,6.01386290859031,894666657.0,3586,,,2290.70804097548,1965.0494,2.22059376746145,473.9273,1.8025,44.8014,149.2866,82.7248,36.9565,1460.56727791945,-1230.92373542118,334.101540975485,112.529884158377,0.0,743.0259,0.839652521001475,284.7401,0.551287623839926,0.205419474816214,142.7048,0.0084,54.3866192399747,22.4545,53.4689595159844
TSS_2009,6.96377491908491,17.0923084071821,67.9735596488481,32.6264486462032,61.4510345606157,73.284861665135,22.5153932860224,12.2385287014676,6.30126305774601,3.33418896790657,5.53256404677331,24.1906709309362,6434430000.0,1.67527764491387,70.0369831155563,6.50752448700526,8.11913296239681,-79.7959173711712,2.85116931531218,48.284043417529,123.165860767576,56.7160322433281,428.205486411755,515.141457933699,4234,,,1.54511250192835,,2.06669398808447,1230959378749.76,,3.13960254960253,870347292.0,3587,,,2211.60949505579,1885.6857,2.18984731010388,453.2203,1.2809,58.4425,130.9527,89.2918,32.2742,1429.29975146706,-1198.26337153269,334.099095055791,112.195626113214,0.0,709.4097,0.823837675232198,266.0491,0.558045526761614,0.207902898800207,131.1103,0.0079,47.4018136367046,22.4406,47.2707110331021
TSS_2008,7.04069552992167,15.6322486953034,66.7252649463306,32.4033521062592,63.1018813746761,74.7548967331963,21.5186021612734,11.4365349151224,6.3514310793374,3.34971716991247,5.3015842791828,22.5887265479871,4154350000.0,1.07012438671377,69.9762964238958,6.40862920294647,8.03408417430936,-86.1300172530422,2.79787897180768,48.9090590448134,124.469694156019,56.3729159950891,448.358796808775,519.346782423372,4235,,,1.50339389874313,,2.31803265598377,1288561561101.97,,5.19121121558655,846656872.0,3588,,,2185.8628531361,1914.1885,2.2846728141667,447.9778,1.2899,60.7365,157.9475,74.6752,35.3762,1418.42301246214,-1240.00402792599,279.540553136096,110.712041220898,0.0,743.5191,0.887424553320477,283.649,0.603057813867975,0.224497256112137,129.8366,0.0076,54.4890967991139,21.8884,49.4967594262326
TSS_2007,7.11764618717489,14.5826102254796,67.9867086150633,32.517987745478,64.2489101707141,76.1546608351082,20.7214061906688,10.7689660207338,6.4219490414519,2.89515983357014,5.48380162294213,21.9857061428374,4942070000.0,1.26429995216859,70.1100750427751,6.29298805959384,8.04007899436608,-93.932938113832,2.73841392664658,47.7732164838725,124.376887428684,56.430382537494,468.092438735669,505.211164070733,4236,,,1.77153595714433,,1.42150607319955,1136393300622.57,,6.14947138496579,823564883.0,3589,,,2090.12486112159,1845.3116,2.26369690097451,429.6759,1.2374,57.5518,158.7211,73.2328,34.088,1397.30304111859,-1240.56413328403,252.47586112159,105.480027865784,0.0,703.6784,0.863222565426186,256.8602,0.600372091298553,0.223704553592371,121.9807,0.0072,46.2109587407312,21.621,44.1175225593699
TSS_2006,7.30672525770741,14.9209845272768,66.0750517375157,31.2016431937493,64.1060498759849,75.5350675940522,21.3979724734793,11.2421860060492,6.585400698733,2.65301451751454,4.84361701933422,23.0848091685811,6374720000.0,1.68683669510176,70.6146202545352,5.98323409542895,7.84785953277021,-94.523563202222,2.75785061831888,46.1218234513549,127.423279662985,57.7810351202931,463.664588675414,500.462860196032,4237,,,1.86080648290082,,1.45564319481239,982221551651.44,,6.04276084882301,801269368.0,3590,,,2033.14461510708,1807.9781,2.27908031470679,404.287,1.3416,51.0847,157.9934,77.26,32.2843,1385.74562684022,-1246.50089964207,233.554515107084,106.796381445485,0.0,685.46,0.86406931174604,249.0565,0.620792165979698,0.231371965756835,116.4321,0.0069,42.4255224807548,20.9015,41.2018027814905
TSS_2005,7.5597195800193,13.2044275165389,65.3889895978493,29.3529629714108,64.693568868833,74.9701711892375,21.3928488448645,11.1558014144668,6.20334577262885,3.10295467889186,4.07325654777567,23.5036960688177,7682290000.0,2.11084722395326,70.5237330831511,5.60376585062212,7.57518823494875,-92.6259751288582,2.83977921031481,46.1250550210666,132.009920939841,57.5445796197821,458.120904595056,501.971949694251,4238,,,1.96529910138148,,1.4995289228624,832620439836.322,,6.05281754462193,779665113.0,3591,,,2044.28347789258,1820.4453,2.35786079167934,399.0328,1.1152,45.3334,166.1942,78.9775,30.2996,1401.53132811206,-1257.27052920012,231.638077892578,99.5986404749814,0.0,683.375,0.88511482246342,245.2531,0.656302750278186,0.244802183254959,116.1951,0.0066,41.992299222837,19.4983,42.1754822279603
TSS_2004,7.88823891082076,13.4711155081178,64.4485322785979,29.3700290990252,64.7289800522851,74.4834794257448,21.2384767487332,12.1874440659475,5.99347145225452,3.72438046331293,3.76102792120521,21.7470824920037,1825140000.0,0.508605743270555,70.8052521152658,5.19851185548292,7.24310719072927,-88.7202704935839,2.97786422269096,46.4681373577964,138.062294767629,57.8021899438234,457.479485159008,507.796879537306,4239,,,2.15050539636249,,1.55678105269147,700138145283.163,,6.6523030634811,758653144.0,3592,,,1962.81234117807,1782.9302,2.37274753880254,382.6327,1.2553,41.2609,159.1218,74.9208,30.7161,1380.39197908205,-1281.29778887709,187.348841178072,99.4311874252602,0.0,667.4407,0.888239078692841,245.865,0.679798237755665,0.25375381682747,114.2937,0.0062,38.6814554057432,17.0215,39.2455796193347
TSS_2003,8.01662175802927,14.5920521819086,64.0698550572418,29.5928962069565,65.8990010893675,75.0871740882457,20.8844251850126,10.6625417989609,5.23311231283306,3.74417406604028,3.95506068604517,21.4414830654848,1884000000.0,0.557057880472232,71.3143236451567,4.97796790707768,7.12141419057214,-83.6427674178124,2.83189043973301,45.6756567317993,140.421547355562,58.0713575234238,451.146716895592,498.023709129673,4240,,,2.35818647446904,,1.69366683798233,562567531085.204,,4.07953039807963,738316131.0,3593,,,1871.72989386357,1727.4851,2.36184630373348,373.8074,0.9905,40.7511,158.0187,66.9503,28.0151,1357.71124951361,-1295.17309715407,151.376093863567,100.503244913966,0.0,631.945,0.864005693833685,228.9307,0.686462580392008,0.256250340181184,108.283,0.006,31.3061255275298,14.3171,34.9153567723876
