economy_Time,Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Electricity production from coal sources (% of total),"Electricity production from oil, gas and coal sources (% of total)",Electricity production from hydroelectric sources (% of total),Electric power transmission and distribution losses (% of output),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Renewable electricity output (% of total electricity output),"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable energy consumption (% of total final energy consumption),GDP per unit of energy use (PPP $ per kg of oil equivalent),GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),"Energy imports, net (% of energy use)",Alternative and nuclear energy (% of total energy use),Fossil fuel energy consumption (% of total),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Combustible renewables and waste (% of total energy),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Unnamed: 0_y,"Net official flows from UN agencies, UNEP (current US$)",Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: particulate emission damage (current US$),Adjusted savings: particulate emission damage (% of GNI),GDP (current US$),GDP (current LCU),GDP growth (annual %),"Population, total",Unnamed: 0,Disaster risk reduction progress score (1-5 scale; 5=best),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",Total greenhouse gas emissions including LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Methane (CH4) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Waste (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),F-gases emissions from Industrial Processes (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (% change from 1990)
ZMB_2005,11.04,6.7,51.6,23.3,0.178272980501393,0.590529247910863,98.974930362117,5.05849582172702,0.0,0.0,0.412256267409471,97.5373816155989,-129020000.0,-1.43754874651811,88.9,3.6398382334609,4.21828707775319,9.38839960708454,10.72,10.3694966015494,237.063049898594,79.2026364224578,706.385174137428,607.942409416347,34,,53279702.9877963,0.691931448787428,206671633.315097,2.68399774480225,8331870169.14977,37189302500.0,7.23559900655543,11718819.0,283,,,-30.7456,16.1226,1.37578709936556,3.2569,0.0214,0.2021,0.0413,0.8302,0.3282,29.0495,-75.9177,-46.8682,0.0,0.0,2.4704,0.210806225439611,0.0574,0.226898000478343,0.0822024684678646,0.9899,,-18.4147952443857,0.0001,4.13905359841877
ZMB_2004,11.47,4.7,47.6,20.3,0.152100152100152,0.561600561600562,98.982098982099,3.97800397800398,0.0,0.0,0.40950040950041,94.7622557622558,-360670000.0,-4.21984321984322,89.4,3.38103186916467,4.04120890575005,9.32511322736744,10.49,9.93118563777558,247.450706786562,79.8656770393842,703.462754839878,611.62904243083,35,,46551737.3744001,0.799529364252603,155839572.020455,2.67655561253944,6221110219.45542,29729908100.0,7.03239511515218,11338198.0,284,,,-32.5448,15.4387,1.36165376543962,3.0032,0.0112,0.1971,0.0468,0.7323,0.3382,29.0438,-77.0274,-47.9835,0.0,0.0,2.3004,0.202889383304119,0.0527,0.226571735366632,0.0820842664674018,0.9222,,-24.0290620871863,0.0001,-0.278391401516609
ZMB_2003,11.94,1.9,48.0,18.5,0.203641590800192,0.622903689506469,98.9099185433637,4.00095831336847,0.0,0.0,0.419262098706277,,91360000.0,1.09439386679444,89.3,3.17829770664316,3.90104452013612,8.5956265679768,10.58,10.03649031404,256.341601547554,80.0402113766169,683.109674018388,611.086621828071,36,,43706794.7867553,0.918446649574774,122840492.451615,2.58134780357974,4901869764.05957,23201878000.0,6.94497398221223,10983595.0,285,,,-33.8227,15.2761,1.39081056794246,3.006,0.0157,0.1981,0.0413,0.7847,0.2775,29.0382,-78.137,-49.0988,0.0,0.0,2.2378,0.20374021438336,0.0597,0.235905945008152,0.0854659404888207,0.8607,,-26.0964332892999,0.0001,-1.32865687452364
ZMB_2002,12.37,2.2,45.1,17.4,0.1953125,0.62255859375,98.9013671875,3.7353515625,0.0,0.0,0.42724609375,,236020000.0,2.881103515625,89.6,3.04241756520955,3.80799129871811,7.78900912748387,10.84,9.74283681752818,262.605642070829,80.4771404265436,666.513335103314,603.817790407024,37,,38693302.044775,0.956964451761116,107829412.599324,2.66684178549629,4193850445.42632,18447049600.0,4.50601428032604,10647949.0,286,,,-35.1623,15.0519,1.41359617706659,3.1103,0.0124,0.192,0.0385,0.7375,0.2226,29.0325,-79.2467,-50.2142,0.0,0.0,2.0659,0.194018585175417,0.0574,0.232909547085319,0.084380380875031,0.8054,,-31.7734478203435,0.0001,-2.77680889819013
ZMB_2001,12.53,5.8,47.0,20.2,0.187922826359308,0.626409421197695,98.8849912302681,3.47030819343523,0.0,0.0,0.438486594838386,,1126510000.0,14.1131295414683,89.8,2.99332158904327,3.80476218648312,6.87783893653582,11.02,9.45707268686053,262.828516208614,81.0107874739622,642.894049840269,596.349927915799,38,,35708587.2850398,0.908723321054941,110128907.383956,2.80259495183187,4094441301.21423,14784761400.0,5.31686827418419,10325185.0,287,,,-36.1033,15.2262,1.47466607135853,3.3052,0.0075,0.1831,0.033,0.7068,0.2089,29.0269,-80.3563,-51.3295,0.0,0.0,1.9653,0.190340415208057,0.0574,0.231551785401525,0.0838884798368392,0.7685,,-35.0957727873184,0.0001,-1.65097081734682
ZMB_2000,12.77,2.1,44.1,16.7,0.178639785632257,0.612479265024882,98.8898813321424,3.17723618731658,0.0,0.0,0.433839479392625,99.9955340053592,86650000.0,1.10565267321679,90.0,2.86871662600079,3.72848399804008,6.76362733794516,11.17,9.26551082340491,268.205522814544,81.5038111708941,623.201233904503,595.567896345718,39,,33596516.3769674,0.975348851371818,103090473.640101,2.99284526776657,3600632111.41414,11201004800.0,3.89732294341896,10017631.0,288,,,-37.6158,14.829,1.48029010052377,3.2118,0.0094,0.18,0.0219,0.6652,0.287,29.0212,-81.466,-52.4448,0.0,0.0,1.9501,0.194666782994902,0.0551,0.241977005802514,0.0876654141838858,0.7316,,-35.5977542932629,0.0,-4.21656396543038
YEM_2019,2.22,60.7,93.1,72.8,0.0,84.0512989148307,0.0,20.1249588951003,2.07168694508385,0.0,81.9796119697468,15.9240381453469,484250000.0,15.9240381453469,3.0,,,-27.7268056371109,1.28,0.0,,4.02671755725192,69.1797947835074,92.6774709704908,5169,,,,,,,,,35111408.0,289,,,31.7332,33.6202,0.957529245195749,5.2524,,2.7492,1.9231,1.2828,1.2471,9.856,-11.743,-1.887,0.0,0.0,12.4646,0.355001428595515,2.1988,,,3.0637,,75.3774288407693,4.2614,92.055068407072
YEM_2018,2.24,,85.0,62.0,0.0,85.0340136054422,0.0,20.5318491032777,1.94805194805195,0.0,83.0859616573902,14.973716759431,484250000.0,14.973716759431,2.9,,,-26.1582413975725,1.3,0.0,,3.9937043584637,75.3993333525401,93.9408794935562,40,,380817418.113123,1.76389663504578,364578674.826147,1.68868089312097,21606160663.0131,11578730912290.0,0.752447591972881,34085182.0,290,,,30.0493,31.9363,0.936955536866431,4.7049,,2.7563,1.479,1.2783,1.229,9.856,-11.743,-1.887,0.0,0.0,12.1543,0.356586037885906,2.3726,0.330377402162199,,3.0391,,71.0114952232212,3.8619,82.4358058895776
YEM_2017,1.81,71.4,93.0,79.2,0.0,93.8743290179981,0.0,22.8607514998421,1.98926428796969,0.0,91.8850647300284,6.11619829491632,193700000.0,6.11619829491632,3.0,,,-15.5430073016129,0.7,0.0,,5.23850597769396,73.8268965073532,71.9650301584181,41,,374545107.700314,1.39746095602272,527378131.278152,1.96769449759075,26842229044.5848,10006000000000.0,-5.0717956426149,33090921.0,291,,,26.9495,28.8365,0.871432378687798,4.9646,,1.828,1.0835,0.8356,1.247,9.856,-11.743,-1.887,0.0,0.0,10.3922,0.314049886976552,2.9611,0.284605627917003,,2.4369,,46.2186765719753,3.4089,64.7282282711148
YEM_2016,1.75,55.6,93.0,68.9,0.0,96.7694872863693,0.0,24.260108378491,32.8678616090038,0.0,63.9016256773656,3.22967903293039,154960000.0,3.22967903293039,2.6,,,47.963453697012,0.5,0.0,,4.54152056175663,113.176955627097,83.3695325901369,42,,389640377.675012,1.24670138795729,648745885.591175,2.07574071461528,31317825274.1507,8891000000000.0,-9.37512382380578,32109010.0,292,,,25.2716,27.1586,0.845824894632379,4.9918,,1.8447,0.7988,0.8943,1.012,9.856,-11.743,-1.887,0.0,0.0,10.6288,0.331022351670139,3.4918,0.276322015859363,,2.5873,,49.5476481927033,3.0388,55.1432406957813
YEM_2015,2.22,53.7,93.2,67.4,0.0,97.9868101353697,0.0,24.6962860118015,39.2745574453315,0.0,58.7122526900382,2.01700798333912,116220000.0,2.01700798333912,2.0,,,-8.03426556451313,0.27,60.0796251842946,,3.16783994071878,139.25181243182,119.994093431265,43,,471171703.453718,1.14642718360072,873941560.212688,2.12642303042009,42444490073.7255,9797602983870.0,-27.9945462446928,31159379.0,293,,,29.539,31.426,1.00855668529209,5.1494,,2.5244,1.7702,1.2295,1.4068,9.856,-11.743,-1.887,0.0,0.0,14.2508,0.457351861858351,4.1881,0.33575147151601,,3.1319,,100.509335471979,2.6635,79.5207220587815
YEM_2014,3.35,50.6,95.9,66.1,0.0,99.8693834900731,0.0,25.1306165099269,38.5057471264368,0.0,61.3636363636364,0.126567398119122,9690000.0,0.126567398119122,0.8,,,-104.494511878005,0.01,95.0200538270853,,1.46745295786814,189.636121300818,259.815942651214,44,,923588873.603799,2.27442451033583,683680527.586704,1.68362763305612,43228585321.3737,9289390699710.0,-0.188690237909768,30226309.0,294,,,49.7291,51.6161,1.70765474540739,5.2275,,4.9357,4.3146,3.3882,1.6498,9.856,-11.743,-1.887,0.0,0.0,28.3542,0.938063592216966,5.6859,0.481018156496262,,8.38,,298.944746950319,2.4103,194.856473679701
YEM_2013,3.52,64.0,98.5,75.6,0.0,99.9412179637903,0.0,25.7465318598636,32.0009405125794,0.0,67.9402774512109,0.0539619092405361,4590000.0,0.0539619092405361,0.8,11.2228615980894,,-117.477762300814,0.0,98.4968311957768,,1.35593612188398,215.467892827717,281.953182312038,45,,899615491.302713,2.33063221387892,667406746.781952,1.72904944262097,40415233436.0836,8684829513080.0,4.82351908112815,29312952.0,295,,,51.0095,52.8965,1.80454360243213,5.147,,4.5631,4.43,3.417,1.7109,9.856,-11.743,-1.887,0.0,0.0,28.7865,0.982040293997002,6.3628,0.487430488149584,,8.3026,,305.027225528682,2.2113,202.170746336866
YEM_2012,2.68,29.4,99.3,52.4,0.0,99.9576031656303,0.0,32.928208027134,31.3877897117015,0.0,68.5698134539288,0.0374505370265687,2650000.0,0.0374505370265687,1.1,14.2529661454909,,-144.936290251891,0.0,98.0366489533097,,1.81646492577157,166.914923013569,210.827759194461,46,,652781726.942405,1.92949836697536,628319347.58323,1.8571922360318,35401331609.4516,7586549615570.0,2.39299020347747,28433647.0,296,,,42.5777,44.4647,1.56380572636356,5.0659,,3.0246,3.8436,2.2731,1.569,9.856,-11.743,-1.887,0.0,0.0,22.0018,0.773794511833111,5.813,0.390517745880295,,5.4785,,209.566220646378,2.1515,154.004170117963
YEM_2011,3.03,44.0,99.7,62.0,0.0,99.9677731227844,0.0,25.6203673864003,21.5436674186271,0.0,78.4241057041573,0.0401224621334193,2490000.0,0.0401224621334193,0.9,12.9620360851266,,-174.853271998386,0.0,98.286739007295,,1.59670348686298,167.350079290076,240.192428627502,47,,684561505.914402,2.25266266091409,619026186.37247,2.03700787163991,32726417878.2975,6996908142380.0,-12.7148968998882,27582897.0,1,2.25,,45.4791,47.3661,1.71722716435478,5.011,,3.2416,4.2981,2.6167,0.89,9.856,-11.743,-1.887,0.0,0.0,23.0001,0.833853673890745,5.2967,0.418005996044274,,6.657,,223.612342239669,2.1099,170.578389648967
YEM_2010,3.12,42.5,100.0,60.8,0.0,99.9742168364058,0.0,23.9009926517984,26.5437669202011,0.0,73.4304499162047,0.0251385845043187,1950000.0,0.0251385845043187,0.8,12.3449954312372,,-141.854525433579,0.0,98.6202513687928,,1.31618389257639,220.636712775367,291.861999994351,48,,726744717.890517,2.49845493007266,526616952.218857,1.81044139453829,30906749533.221,6786813130000.0,7.70230704514232,26754387.0,297,,,51.0921,52.9791,1.9802023496184,4.8954,,4.1117,4.7222,3.031,1.2059,9.856,-11.743,-1.887,0.0,0.0,26.3439,0.984657207806705,6.1228,0.417900591303484,,7.1503,,270.659744206661,2.0954,202.642598040616
YEM_2009,3.47,44.7,92.4,59.6,0.0,99.9703791469194,0.0,24.2742890995261,0.0592417061611374,0.0,99.9111374407583,0.0285841232227488,1930000.0,0.0285841232227488,0.7,10.9636485676516,,-84.0895967023107,0.0,98.7585569375536,,1.23752187650841,197.202037479264,311.080562559356,49,,733796355.053227,3.06282451343332,468720762.011796,1.9564139695689,25130278212.5575,5097593176200.0,3.86622951587742,25927724.0,84,,0.0994106985454189,51.5849,53.4719,2.06234453899617,4.8325,,4.4512,5.0054,3.0875,1.3466,9.856,-11.743,-1.887,0.0,0.0,27.6342,1.06581665247594,5.5961,0.472133502703381,,8.1475,,288.814317673378,2.1078,205.457713290109
YEM_2008,3.25,43.4,92.2,58.4,0.0,99.9694563225412,0.0,23.0299328039096,0.0,0.0,99.9694563225412,0.0279474648747709,1830000.0,0.0279474648747709,0.7,11.6265711217361,,-100.120772946859,0.0,98.6794507561419,,1.33145610165931,200.701331689175,289.811528650795,50,,650010036.610804,2.6005051991114,523385638.109124,2.0939170110968,26910855807.288,5375824693600.0,3.64756947012633,25111941.0,298,,,48.3286,50.2156,1.99967019674027,4.7224,,6.2315,4.0747,3.2136,1.3546,9.856,-11.743,-1.887,0.0,0.0,25.246,1.00533845631447,5.3344,0.448007069366791,,5.0372,,255.212246563393,2.0391,186.856130930279
YEM_2007,3.2,42.1,92.1,57.2,0.0,100.0,0.0,25.4189480670317,0.0,0.0,100.0,0.0,0.0,0.0,0.8,11.6048342083888,,-135.327237995044,0.0,98.6372866447015,,1.36245345440955,184.841880210783,283.812949035491,51,,599278095.81883,2.95205804786335,431305179.313835,2.1246194956264,21650528674.0933,4308635620000.0,3.33842795605096,24318082.0,299,,,49.0313,50.9183,2.09384523006379,4.5856,,5.8602,4.786,2.8886,1.1351,9.856,-11.743,-1.887,0.0,0.0,24.3228,1.00019401201131,4.9307,0.447368066180985,,4.7222,,242.222785023849,1.9608,190.870297906372
YEM_2006,3.37,39.4,95.0,55.8,0.0,100.0,0.0,25.5429738258771,0.0,0.0,100.0,0.0,0.0,0.0,0.8,10.7005628201412,,-140.01693422746,0.0,98.7064262182466,,1.29343629343629,170.368511209853,299.542924935684,52,,537561453.055523,3.0153222623853,386427730.158911,2.16757382979771,19063143369.858,3760038227200.0,3.17040935922364,23543083.0,300,,,46.8144,48.7014,2.06860758210809,4.4085,,5.3941,4.4392,2.6261,1.0152,9.856,-11.743,-1.887,0.0,0.0,22.9446,0.974579242659086,4.2955,0.436107698227991,,5.1744,,222.831454982905,1.9197,178.206278026906
YEM_2005,3.25,40.1,91.1,54.8,0.0,100.0,0.0,22.5461409395973,0.0,0.0,100.0,0.0,0.0,0.0,0.7,10.7719242906668,,-191.644608500794,0.0,98.6554885657704,,1.34452075159725,162.044152095089,289.030753712905,53,,491150472.195474,3.24582838209634,349024235.338745,2.30656964257402,16731566717.1888,3208501000000.0,5.59174807563268,22790085.0,301,,,42.293,44.18,1.93856231777986,4.311,,5.1665,3.4878,2.6874,1.0566,9.856,-11.743,-1.887,0.0,0.0,22.0218,0.966288629463207,4.0501,0.431838371927234,,5.5734,,209.847621459626,1.8194,152.377824112422
YEM_2004,3.22,32.9,91.6,49.6,0.0,100.0,0.0,22.3825887743414,0.0,0.0,100.0,0.0,0.0,0.0,0.8,10.5355833796798,,-214.690524559519,0.0,98.6076276963701,,1.39231119796696,153.336700283822,279.891332102562,54,,433085597.641794,3.45755732498068,305751987.220711,2.44098401978433,13867634371.4773,2563490000000.0,3.972696401183,22095167.0,302,,,38.0203,39.9073,1.80615516506393,4.261,,5.0051,2.7897,2.5169,1.0492,9.856,-11.743,-1.887,0.0,0.0,20.4396,0.925071080023971,3.857,0.423224487691967,,5.2217,,187.586003123549,1.5233,127.970066550513
YEM_2003,3.07,37.4,92.0,52.6,0.0,100.0,0.0,23.7205918020859,0.0,0.0,100.0,0.0,0.0,0.0,0.8,10.7702383562733,,-272.33585134725,0.0,98.5202095083111,,1.48003574680471,146.576456353609,264.070554409773,55,,392940925.883163,3.65479045583731,268375107.640878,2.49618891131192,11777532662.0499,2160608000000.0,3.74739818489111,21456379.0,303,,,37.046,38.933,1.81451865666616,4.212,,4.7181,2.7102,2.3837,1.0292,9.856,-11.743,-1.887,0.0,0.0,19.5349,0.910447191485572,3.6598,0.42056090143372,,5.0339,,174.85683733626,1.2774,122.404387192597
YEM_2002,2.87,36.3,92.0,51.5,0.0,100.0,0.0,24.5918904686677,0.0,0.0,100.0,0.0,0.0,0.0,0.9,11.3106493583685,,-323.256914034142,0.0,98.398967173265,,1.60082429805869,137.460435728463,244.765880104457,56,,324257942.562604,3.28319707939995,251772890.071082,2.54926683004493,10693430511.4664,1878007000000.0,3.9352315052778,20835086.0,304,,,31.8417,33.7287,1.61884141010985,3.7884,,4.3385,2.2143,1.4855,1.0318,9.856,-11.743,-1.887,0.0,0.0,16.8156,0.807080901897885,3.4999,0.375584174489452,,4.2455,,136.596175762948,1.0341,92.6748736111508
YEM_2001,3.08,35.1,92.0,50.4,0.0,100.0,0.0,28.0577499318987,0.0,0.0,100.0,0.0,0.0,0.0,0.9,10.3800917494232,,-314.783007140848,0.0,98.490071829489,,1.51028481730499,130.573559066885,260.291246901483,57,,311867933.516625,3.40074628756662,238272758.412249,2.59823185237965,9852990692.98714,1662101000000.0,3.80364587188127,20226147.0,305,,,31.513,33.4,1.65132785794546,3.7501,,3.7588,2.4841,1.2642,0.9951,9.856,-11.743,-1.887,0.0,0.0,16.7695,0.829100075263964,3.4241,0.389294096818954,,4.8433,,135.94754688841,0.8212,90.7971780297621
YEM_2000,2.88,34.0,92.0,49.2,0.0,100.0,0.0,27.614331488494,0.0,0.0,100.0,0.0,0.0,0.0,0.9,10.8465622768705,,-359.593032032122,0.0,98.3701656190546,,1.63028711167467,126.629746494382,241.884502378759,58,,278981017.207635,3.14211124533804,242388929.802853,2.72998137902751,9679316770.18633,1558370000000.0,6.1819155928913,19624141.0,306,,,30.5386,32.4256,1.65233219634938,3.5806,,3.4427,2.6082,1.1358,0.9521,9.856,-11.743,-1.887,0.0,0.0,15.7442,0.802287345978609,3.2063,0.379394394327619,,4.399,,121.521534197234,0.5995,85.23092742281
VNM_2019,4.09,99.1,100.0,99.4,50.1744205689574,69.0608318129603,27.9229170889925,6.53718156632205,17.9518041759578,0.0,0.934607068045138,30.8673770187175,6972010000.0,2.94445992972498,20.4,11.1714695666569,11.7785373520424,39.207047800102,6.42,0.0,84.9001849815077,9.74786179452415,2290.2681069016,987.27147244039,97,,13721698653.7165,4.32087749801185,1020104303.99098,0.321224495885999,334365270496.667,7707200290000000.0,7.35926270105006,97173776.0,307,,,447.1267,486.618,5.007709075749,74.6935,2.8962,15.1043,1.9879,73.9721,47.4515,13.5448,-54.6578,-39.4913,1.6218,0.0,338.946,3.48803981847942,153.9199,1.07619793287866,0.299953188234807,43.5676,0.0466,1547.48827375021,6.9045,366.006084860534
VNM_2018,3.9,100.0,100.0,100.0,41.7654257374726,60.8357409690657,38.2220606908228,7.08627003551646,18.7248118363666,0.0,0.34550339522644,39.5259564601314,2834200000.0,1.30389576930863,24.3,11.3024413381235,12.3490462223956,26.8530098738827,8.43,0.0,80.9779137587528,11.2788128361877,2115.35402394159,885.646841787765,98,,11189449994.8074,3.80223605283394,957921458.423848,0.32550692899943,310106478394.659,7009042130000000.0,7.46500685572751,96237319.0,308,,,391.1931,430.6844,4.47523273170151,76.7778,3.3382,15.0612,1.835,60.0704,41.1209,13.5448,-54.6578,-39.4913,1.6218,0.0,283.8603,2.94958653201883,120.5426,0.967622187616555,0.269691430651584,41.8466,0.0452,1279.73752642963,6.1154,312.441691541431
VNM_2017,3.55,100.0,100.0,100.0,34.5514848453924,55.2153280947035,43.8514134095316,7.20634758648842,20.5873048270232,0.0,0.0765384222879886,45.1716093478926,2587320000.0,1.32019593836106,28.3,12.105576600505,13.5852418370472,18.9278038893355,10.29,0.0,73.6092895507372,12.6975055814904,1918.19498532718,757.479979941312,99,,8622768926.36577,3.26180055310313,907700279.083586,0.34336270606924,281353605986.903,6293904550000000.0,6.94019037359206,95176977.0,309,,,333.7944,373.2857,3.9220167709256,77.4624,3.3155,15.1296,2.1411,37.9089,38.1481,13.5448,-54.6578,-39.4913,1.6218,0.0,230.4037,2.42079237292859,93.6763,0.844029605845743,0.235244245973237,40.0402,0.0439,1019.90521787737,5.4194,257.474256175118
VNM_2016,3.65,98.8,100.0,99.2,37.8757737128798,63.6691584331241,35.4320324058938,7.56285291558841,25.1383955536099,0.0,0.654989166634342,36.0290921584165,1077460000.0,0.597059752522706,26.8,11.3340625457376,13.1864367368488,16.0161241734677,7.94,0.0,75.8354982438549,13.1952879228263,1788.72117786832,738.879533385899,100,,8034132968.13922,3.30686564425845,868241494.233421,0.357369983741396,257096001177.982,5639401000000000.0,6.69000892660424,94000117.0,310,,,327.0975,366.5888,3.89987599696285,77.6314,3.1425,14.2505,1.9714,36.1575,34.6907,13.5448,-54.6578,-39.4913,1.6218,0.0,224.4548,2.38781404921017,97.4142,0.879302041931851,0.245075225328993,36.7853,0.0426,990.989865603811,4.4434,251.061020023347
VNM_2015,3.54,98.9,100.0,99.3,34.8763525865903,65.2261722417115,34.6626562577202,7.98828993527348,29.7371411631009,0.0,0.612678492020357,35.3964190424428,1188050000.0,0.733762784722565,27.8,11.2909382588538,13.6111258223759,8.2509798159245,7.67,72.5471557278082,73.4693083474446,13.4809189156641,1615.48958410788,679.445923972947,101,,7672622289.87617,3.37827052897392,831650454.752578,0.366177314033236,239258328381.741,5191323730000000.0,6.98715430598611,92823254.0,311,,,304.5735,344.0648,3.70666600418899,77.9288,3.4114,14.7209,2.2536,33.2866,29.7888,13.5448,-54.6578,-39.4913,1.6218,0.0,200.7053,2.16223081341234,84.0231,0.83886442473079,0.233804629248555,33.1796,0.0413,875.552531168736,3.7482,229.491080038804
