,Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
8973,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.012313929
8974,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Transport,Rail & Public Transport,2023,0.00928768
8975,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.012254423
8976,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.021264815
8977,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.036131075
8978,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.087031753
8979,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.006939444
8980,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Industry,Other/Unspecified,2023,2.56e-05
8981,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.001582629
8982,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.085055368
8983,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000201355
8984,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,0.028773414
8985,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Water & wastewater,Other/Unspecified,2023,0.008911883
8986,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.013095842
8987,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.028869686
8988,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.005149698
8989,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Industry,Other/Unspecified,2023,0.015272267
8990,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.233522579
8991,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Transport,Other/Unspecified,2023,0.284738637
8992,EMDE,East Asia & Pacific,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Waste,Solid Waste,2023,0.00526927
8994,EMDE,East Asia & Pacific,True,EMDE,Public,National DFIs,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.007089262
8995,EMDE,East Asia & Pacific,True,EMDE,Public,National DFIs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.196311
8996,EMDE,East Asia & Pacific,True,EMDE,Public,SOEs,Domestic,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.078300937
8997,EMDE,East Asia & Pacific,True,EMDE,Public,SOEs,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.000389173
8998,EMDE,East Asia & Pacific,True,EMDE,Public,SOEs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Other/Unspecified,2023,0.066367778
8999,EMDE,East Asia & Pacific,True,EMDE,Public,SOEs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.036432412
9000,EMDE,East Asia & Pacific,True,EMDE,Public,SOEs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.066367778
9001,EMDE,East Asia & Pacific,True,EMDE,Public,State-owned FIs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.729099931
9002,EMDE,East Asia & Pacific,True,EMDE,Public,State-owned FIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.014204545
9003,EMDE,East Asia & Pacific,True,EMDE,Public,State-owned FIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Transmission & Distribution,2023,0.002840909
9004,EMDE,East Asia & Pacific,True,LDC,Private,Commercial FIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.2
9005,EMDE,East Asia & Pacific,True,LDC,Private,Corporations,International,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.26715
9006,EMDE,East Asia & Pacific,True,LDC,Public,Export Credit Agencies (ECA),International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.06
9007,EMDE,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,3.67e-05
9008,EMDE,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.000330417
9009,EMDE,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.000728141
9010,EMDE,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.000489506
9011,EMDE,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,0.000489506
9012,EMDE,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Industry,Policy & National Budget Support & Capacity Building,2023,0.00031206
9013,EMDE,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.001203748
9014,EMDE,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000544576
9015,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral Climate Funds,International,Grant,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.000375708
9016,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.000525761
9017,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000522278
9018,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,3.63e-06
9019,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000369228
9020,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.002888295
9021,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000310602
9022,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.002825202
9023,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.002097076
9024,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.00031011
9025,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Dual benefit,Water & wastewater,Other/Unspecified,2023,5.48e-05
9026,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.001928868
9027,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.001661725
9028,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Industry,Other/Unspecified,2023,1.58e-05
9029,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.000276438
9030,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.008025567
9031,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.001894225
9032,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.001885072
9033,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.003271121
9034,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.005082575
9035,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.008277383
9036,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.00106748
9037,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.000243452
9038,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.013083886
9039,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,3.1e-05
9040,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,0.003047121
9041,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.002014505
9042,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Waste,Solid Waste,2023,0.00081056
9043,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,2.46e-05
9044,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.270468104
9045,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.116823275
9046,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,0.028047713
9047,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.005509372
9048,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.010968057
9049,EMDE,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Transport,Other/Unspecified,2023,0.074166167
9052,EMDE,Latin America & Caribbean,True,Advanced,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.14e-07
9053,EMDE,Latin America & Caribbean,True,Advanced,Public,Multilateral Climate Funds,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,8.16e-06
9054,EMDE,Latin America & Caribbean,True,Advanced,Public,Multilateral Climate Funds,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,2.04e-06
9055,EMDE,Latin America & Caribbean,True,Advanced,Public,Multilateral Climate Funds,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.02e-05
9056,EMDE,Latin America & Caribbean,True,Advanced,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Industry,Policy & National Budget Support & Capacity Building,2023,1.01e-06
9057,EMDE,Latin America & Caribbean,True,Advanced,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,4.06e-06
9058,EMDE,Latin America & Caribbean,True,Advanced,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,5.07e-06
9059,EMDE,Latin America & Caribbean,True,EMDE,Private,Commercial FIs,Domestic,Balance sheet financing (debt portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.485908244
9060,EMDE,Latin America & Caribbean,True,EMDE,Private,Commercial FIs,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.01163384
9061,EMDE,Latin America & Caribbean,True,EMDE,Private,Commercial FIs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.317513955
9062,EMDE,Latin America & Caribbean,True,EMDE,Private,Commercial FIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.141929565
9063,EMDE,Latin America & Caribbean,True,EMDE,Private,Corporations,Domestic,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.365429667
9064,EMDE,Latin America & Caribbean,True,EMDE,Private,Corporations,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.401901815
9065,EMDE,Latin America & Caribbean,True,EMDE,Private,Funds,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.014475
9066,EMDE,Latin America & Caribbean,True,EMDE,Private,Household/Individuals,Domestic,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.103667346
9067,EMDE,Latin America & Caribbean,True,EMDE,Private,Institutional investors,International,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.01163384
9068,EMDE,Latin America & Caribbean,True,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000148783
9069,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,2e-05
9070,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.33e-05
9071,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.000250251
9072,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Mitigation,Industry,Policy & National Budget Support & Capacity Building,2023,0.00012126
9073,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Mitigation,Information and communications technology,Other/Unspecified,2023,9.09e-06
9074,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,1.21e-05
9075,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000220222
9076,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Mitigation,Transport,Policy & National Budget Support & Capacity Building,2023,3.03e-06
9077,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.000344854
9078,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Dual benefit,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,7.12e-06
9079,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Dual benefit,Industry,Policy & National Budget Support & Capacity Building,2023,9.44e-06
9080,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.001968119
9081,EMDE,Latin America & Caribbean,True,EMDE,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,9.54e-05
9082,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral Climate Funds,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,6.51e-05
9083,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral Climate Funds,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,1.63e-05
9084,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral Climate Funds,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,8.73e-06
9085,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral Climate Funds,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,8.14e-05
9086,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral Climate Funds,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,1.45e-05
9087,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Industry,Policy & National Budget Support & Capacity Building,2023,8.09e-06
9088,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,3.24e-05
9089,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000201201
9090,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,4.05e-05
9091,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral Climate Funds,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.00058047
9092,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral Climate Funds,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000224932
9093,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Grant,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,3.3e-09
9094,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,3.1e-06
9095,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.71e-06
9096,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Grant,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,2.01e-06
9097,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,3.23e-06
9098,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Grant,Dual benefit,Water & wastewater,Other/Unspecified,2023,8.4e-07
9099,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,3.67e-05
9100,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,3.59e-07
9101,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,3.09e-07
9102,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Industry,Other/Unspecified,2023,2.93e-09
9103,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Information and communications technology,Other/Unspecified,2023,5.14e-08
9104,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,1.08e-05
9105,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,3.52e-07
9106,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,3.5e-07
9107,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,9.21e-07
9108,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,1.43e-06
9109,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.01374614
9110,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,3.01e-07
9111,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Information and communications technology,Other/Unspecified,2023,6.85e-08
9112,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,3.68e-06
9113,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,8.72e-09
9114,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,8.58e-07
9115,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,5.67e-07
9116,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.013025086
9117,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Dual benefit,Transport,Other/Unspecified,2023,1.01e-05
9118,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Low-cost project debt,Dual benefit,Waste,Solid Waste,2023,2.28e-07
9119,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,6.56e-06
9120,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,5.65e-06
9121,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Industry,Other/Unspecified,2023,5.36e-08
9122,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Information and communications technology,Other/Unspecified,2023,9.4e-07
9123,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.000847491
9124,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,6.44e-06
9125,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,6.41e-06
9126,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,1.68e-05
9127,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,9.37e-05
9128,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,4.26e-05
9129,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,5.5e-06
9130,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Information and communications technology,Other/Unspecified,2023,4.7e-06
9131,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,7.39e-05
9132,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.59e-07
9133,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,1.57e-05
9134,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,1.04e-05
9135,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.001957644
9136,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Waste,Solid Waste,2023,4.17e-06
