,Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
1660,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,Water & wastewater,Waste Water Treatment,2023,2.02e-05
1661,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.012361201
1662,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,6.5302e-05
1663,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,1.14e-05
1664,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,Energy systems,Policy & National Budget Support & Capacity Building,2023,0.003280662
1665,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.007723868
1666,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,Information and communications technology,Other/Unspecified,2023,4.9e-06
1667,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.014592568
1668,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.002868256
1669,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,Transport,Other/Unspecified,2023,9.8e-06
1670,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,Transport,Policy & National Budget Support & Capacity Building,2023,9.8e-06
1671,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Mitigation,Water & wastewater,Water Supply & Sanitation,2023,1.74e-05
1672,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.014428744
1673,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Fisheries,2023,6.9763e-05
1674,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.014795248
1675,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,0.009909232
1676,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.002878387
1677,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Buildings & infrastructure,Other/Unspecified,2023,1.8e-05
1678,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Buildings & infrastructure,Policy & National Budget Support & Capacity Building,2023,1.69e-05
1679,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Energy systems,Policy & National Budget Support & Capacity Building,2023,0.003240529
1680,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Energy systems,Power & Heat Generation,2023,0.002039842
1681,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Industry,Policy & National Budget Support & Capacity Building,2023,0.005244924
1682,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,"Biodiversity, Land & Marine Conservation",2023,0.003745842
1683,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,0.002200504
1684,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.050675204
1685,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.03367916
1686,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Transport,Policy & National Budget Support & Capacity Building,2023,0.001767644
1687,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,0.001491859
1688,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Water & wastewater,Waste Water Treatment,2023,5.093e-06
1689,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Dual benefit,Water & wastewater,Water Supply & Sanitation,2023,0.00098802
1690,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,1.91e-06
1691,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Project-level equity,Mitigation,Industry,Policy & National Budget Support & Capacity Building,2023,0.000118714
1692,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Project-level equity,Dual benefit,Energy systems,Power & Heat Generation,2023,0.000296784
1693,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,4.45e-06
1694,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral Climate Funds,International,Grant,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.032163148
1695,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral Climate Funds,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.005
1696,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.035704239
1697,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.035467722
1698,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000246372
1699,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral Climate Funds,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.006
1700,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral Climate Funds,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.03
1701,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000954167
1702,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.007463996
1703,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000802666
1704,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.00730095
1705,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.005419311
1706,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000801394
1707,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Grant,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.000141743
1708,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.008511097
1709,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.007332331
1710,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Industry,Other/Unspecified,2023,6.96e-05
1711,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.001219777
1712,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.035412674
1713,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.008358236
1714,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.008317846
1715,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.014433764
1716,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.022426773
1717,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.036523809
1718,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.004710236
1719,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.00107423
1720,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.057732417
1721,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000136672
1722,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,0.013445367
1723,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.00888897
1724,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Waste,Solid Waste,2023,0.003576584
1725,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,6.36e-05
1726,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.18744638
1727,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.212324824
1728,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,0.019438308
1729,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.003818239
1730,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.028343892
1731,Advanced,East Asia & Pacific,True,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Transport,Other/Unspecified,2023,0.05140044
1734,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,1.05e-07
1735,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,4.04e-06
1736,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,1.19e-05
1737,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,8.37e-07
1738,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Low-cost project debt,Mitigation,Transport,Private Road Transport,2023,8.07e-07
1739,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Low-cost project debt,Mitigation,Transport,Rail & Public Transport,2023,6.02e-06
1740,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,1.66e-08
1741,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,6.37e-07
1742,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Project-level equity,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,1.88e-06
1743,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Project-level equity,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.32e-07
1744,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Project-level equity,Mitigation,Transport,Private Road Transport,2023,1.27e-07
1745,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Project-level equity,Mitigation,Transport,Rail & Public Transport,2023,9.5e-07
1746,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,5.79e-07
1747,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,2.23e-05
1748,Advanced,East Asia & Pacific,True,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,6.58e-05
