Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000461989
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000398005
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Industry,Other/Unspecified,2023,0.00000378
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.0000662
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.002694992
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000453691
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.000451499
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.001186448
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.001843469
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.178012418
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.000387179
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.0000883
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.004745575
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000112
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,0.001105202
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.000730669
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.165858135
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Transport,Other/Unspecified,2023,0.000841691
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Waste,Solid Waste,2023,0.000293993
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.002226086
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.001917778
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Industry,Other/Unspecified,2023,0.0000182
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.000319034
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.1322397
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.002186105
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.002175541
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.00571688
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.029695124
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.025112328
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.001865616
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.001882132
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.026517478
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000541
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,0.005325399
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.003520715
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.157195242
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Waste,Solid Waste,2023,0.001416602
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.001776058
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Water & wastewater,Water Supply & Sanitation,2023,0.0000245
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.041862912
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.0000177
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.0000482
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Mitigation,Energy systems,Power & Heat Generation,2023,0.000279805
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.0000142
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Mitigation,Information and communications technology,Other/Unspecified,2023,0.0000354
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.0000624
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000109328
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Mitigation,Transport,Other/Unspecified,2023,0.00022665
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000336737
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Dual benefit,Energy systems,Other/Unspecified,2023,0.000279057
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Dual benefit,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.0000213
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.0021664
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Dual benefit,Transport,Other/Unspecified,2023,0.0000266
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Dual benefit,Waste,Solid Waste,2023,0.000283417
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Unknown,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.000180896
EMDE,Latin America & Caribbean,TRUE,EMDE,Public,Public funds,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.0795
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000116
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral Climate Funds,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.000152845
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral Climate Funds,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.0000382
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral Climate Funds,International,Grant,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.000325499
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral Climate Funds,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000191056
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Industry,Policy & National Budget Support & Capacity Building,2023,0.000019
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.000076
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000112
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,0.000095
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000926029
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000797777
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Industry,Other/Unspecified,2023,0.00000757
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Information and communications technology,Other/Unspecified,2023,0.000132715
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.01408109
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000909398
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.000905003
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.002378165
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.003695125
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.006045704
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.000776077
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Information and communications technology,Other/Unspecified,2023,0.000176994
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.009512224
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000225
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Transport,Other/Unspecified,2023,0.002215312
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Waste,Solid Waste,2023,0.00000419
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.001464582
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Grant,Dual benefit,Waste,Solid Waste,2023,0.000589292
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.000262068
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.000161007
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,4.37e-7
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Mitigation,Energy systems,Power & Heat Generation,2023,0.0000741
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,3.49e-7
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Mitigation,Information and communications technology,Other/Unspecified,2023,8.74e-7
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.00000154
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000027
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Mitigation,Transport,Other/Unspecified,2023,1.92e-7
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.00000175
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Dual benefit,Energy systems,Other/Unspecified,2023,0.00000389
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Dual benefit,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,5.24e-7
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.000027
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Dual benefit,Transport,Other/Unspecified,2023,6.55e-7
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Dual benefit,Waste,Solid Waste,2023,0.00000699
EMDE,Latin America & Caribbean,TRUE,LDC,Public,Multilateral DFIs,International,Unknown,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.00000266
EMDE,Latin America & Caribbean,FALSE,Advanced,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.29e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Commercial FIs,Domestic,Balance sheet financing (debt portion),Mitigation,Energy systems,Power & Heat Generation,2023,15.6751204
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Commercial FIs,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.01542019
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Commercial FIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Other/Unspecified,2023,0.001898483
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Commercial FIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.01429
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Commercial FIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.001898483
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Commercial FIs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,1.054173224
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Commercial FIs,Domestic,Project-level market rate debt,Mitigation,Industry,Other/Unspecified,2023,0.568577313
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Commercial FIs,Domestic,Project-level market rate debt,Mitigation,Transport,Private Road Transport,2023,0.859447869
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Commercial FIs,Domestic,Project-level market rate debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.001898483
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Commercial FIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.963117158
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Balance sheet financing (equity portion),Mitigation,Buildings & infrastructure,HVAC & Water Heaters,2023,0.031455711
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,13.9285034
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Balance sheet financing (equity portion),Mitigation,Transport,Private Road Transport,2023,0.038973356
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level equity,Adaptation,Water & wastewater,Other/Unspecified,2023,0.06221
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000736824
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,1.141398089
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level equity,Mitigation,Industry,Other/Unspecified,2023,0.243675991
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Other/Unspecified,2023,0.221126537
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.011913527
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.221126537
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.001719255
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level market rate debt,Mitigation,Waste,Other/Unspecified,2023,0.143261053
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level market rate debt,Mitigation,Waste,Solid Waste,2023,0.000836685
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level market rate debt,Dual benefit,Waste,Solid Waste,2023,0.142424367
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,Domestic,Project-level market rate debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.084809904
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,International,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.016853179
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Corporations,International,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.6793
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Funds,Domestic,Low-cost project debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.00000832
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Funds,Domestic,Low-cost project debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,6.85e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Funds,Domestic,Low-cost project debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.00000254
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Funds,Domestic,Low-cost project debt,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.00000268
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Funds,Domestic,Low-cost project debt,Dual benefit,Transport,Other/Unspecified,2023,4.03e-7
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Household/Individuals,Domestic,Balance sheet financing (equity portion),Mitigation,Buildings & infrastructure,HVAC & Water Heaters,2023,0.064076448
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Household/Individuals,Domestic,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,10.38700259
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Household/Individuals,Domestic,Balance sheet financing (equity portion),Mitigation,Transport,Private Road Transport,2023,0.673597633
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Household/Individuals,Domestic,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.002060217
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Household/Individuals,Domestic,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.004807172
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Institutional investors,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.108676615
EMDE,Latin America & Caribbean,FALSE,EMDE,Private,Philanthropies,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.001693074
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000673722
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,Domestic,Balance sheet financing (equity portion),Mitigation,Buildings & infrastructure,HVAC & Water Heaters,2023,0.195678655
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,Domestic,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.012377885
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,Domestic,Balance sheet financing (equity portion),Mitigation,Transport,Private Road Transport,2023,0.041778778
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,Domestic,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.0065
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,Domestic,Grant,Mitigation,Industry,Other/Unspecified,2023,0.037579425
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,Domestic,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.0000925
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.009
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,Domestic,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.00021575
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,Domestic,Project-level market rate debt,Dual benefit,Water & wastewater,Water Supply & Sanitation,2023,0.009
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.00001
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.0000708
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000405
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.000917824
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.000759968
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Mitigation,Industry,Policy & National Budget Support & Capacity Building,2023,0.000368246
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Mitigation,Information and communications technology,Other/Unspecified,2023,0.0000276
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.0000368
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.002123902
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Mitigation,Transport,Policy & National Budget Support & Capacity Building,2023,0.00000921
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.0000697
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.000643949
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,0.000269228
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000403843
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.0000216
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,Industry,Policy & National Budget Support & Capacity Building,2023,0.0000287
EMDE,Latin America & Caribbean,FALSE,EMDE,Public,Governments,International,Grant,Dual benefit,Information and communications technology,Other/Unspecified,2023,0.0000841
