Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.000725461
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000078
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.000709614
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000526729
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000779
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Grant,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.0000138
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000312946
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000269603
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Industry,Other/Unspecified,2023,0.00000256
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.0000449
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.001302093
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000307325
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.00030584
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.000530717
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000824613
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.001342949
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.000173191
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.0000395
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.002122771
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.00000503
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,0.000494374
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.00032684
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Waste,Solid Waste,2023,0.000131508
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.00000618
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.207733232
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.034674549
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,0.021542067
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.004231477
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.002754878
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Transport,Other/Unspecified,2023,0.056963381
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Unknown,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.00000139
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Unknown,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.00000225
China,East Asia & Pacific,FALSE,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,4.6e-7
China,East Asia & Pacific,FALSE,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.00000331
China,East Asia & Pacific,FALSE,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Aviation,2023,2.2e-7
China,East Asia & Pacific,FALSE,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,1.42e-8
China,East Asia & Pacific,FALSE,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Private Road Transport,2023,2e-7
China,East Asia & Pacific,FALSE,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Rail & Public Transport,2023,0.00000936
China,East Asia & Pacific,FALSE,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Waterway,2023,2.54e-7
China,East Asia & Pacific,FALSE,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,Waste,Solid Waste,2023,6.77e-8
China,East Asia & Pacific,FALSE,LDC,Public,National DFIs,International,Project-level market rate debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,8.4e-7
China,East Asia & Pacific,FALSE,LDC,Public,SOEs,International,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.004182665
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000168
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,2.79e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,2.41e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Industry,Other/Unspecified,2023,2.28e-9
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Information and communications technology,Other/Unspecified,2023,4e-8
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.00000368
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,2.74e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Water & wastewater,Waste Water Treatment,2023,2.73e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,7.17e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.00000111
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.00000181
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,2.34e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Information and communications technology,Other/Unspecified,2023,5.34e-8
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.00000287
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,6.79e-9
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Transport,Other/Unspecified,2023,6.68e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Waste,Solid Waste,2023,2.55e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Water & wastewater,Waste Water Treatment,2023,4.42e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Dual benefit,Waste,Solid Waste,2023,1.78e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Grant,Dual benefit,Water & wastewater,Other/Unspecified,2023,5.33e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,0.000319867
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000075
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.0000646
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Industry,Other/Unspecified,2023,6.13e-7
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.0000108
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.00039287
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000737
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.0000733
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.000192642
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000299322
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.000487471
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.0000629
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.0000143
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.000770535
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.00000182
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,0.000179451
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.000118638
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Transport,Other/Unspecified,2023,0.000088
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Waste,Solid Waste,2023,0.0000477
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000362231
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000312063
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Industry,Other/Unspecified,2023,0.00000296
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.0000519
China,Latin America & Caribbean,TRUE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.00169257
